academic_year,address,building_description,building_name,building_university_affiliated,building_url,city,contract__availability,contract__currency,contract__date_end,contract__date_start,contract__utilities_included,country,latitude,longitude,offers,operator,rent_pm,rent_pw,rent_total,room_amenities,room_name,room_type,tenancy_months,tenancy_type,tenancy_weeks
2023/2024,"Metrovick House, Northumberland Road, Newcastle upon Tyne NE1 8JF","Metrovick House is perfect for students studying at Newcastle University and the University of Northumbria. Its close to both campuses, and to the citys main transport links.An iconic building on the corner where two of Newcastles most vibrant streets  John Dobson Street and Ridley Place meet. Youll be right in the thick of the city. Less than a five minute walk, youll find the shops and bustling nightlife of Eldon Square and Northumberland Street. So when you want a break from studying, you can go let your hair down a little.For fitness buffs, there is access to a state-of-the-art gym. For film buffs, a big screen TV lounge. For readers, a reading room. And for everyone (we hope) a laundry room.And because we like to keep things simple, we dont charge any deposits or fees. All your utilities are included in the price of the rent  electricity, water, WiFi and free contents insurance too!",Metrovick House,n/a,https://www.hellostudent.co.uk/student-accommodation/newcastle/metrovick-house/,Newcastle,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,54.977152,-1.6135267,n/a,Hello Student,1144.0,264.0,11616.0,n/a,Classic Bigger Studio,studio,10.2,shorter tenancy,44
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1282.67,296.0,12728.0,n/a,Premium Shared Apartment,non-ensuite,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1295.67,299.0,12857.0,n/a,Premium Bigger Shared Apartment,non-ensuite,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1356.33,313.0,13459.0,n/a,Premium Bigger 4 Bed Apartment,non-ensuite,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1434.33,331.0,14233.0,n/a,Premium 2 Bed Apartment,non-ensuite,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1685.67,389.0,16727.0,n/a,Premium Studio,studio,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1902.33,439.0,18877.0,n/a,Premium Bigger Studio,studio,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,1928.33,445.0,19135.0,n/a,Premium Bigger Studio - Dual Aspect,studio,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,2067.0,477.0,20511.0,n/a,Premium Duplex,studio,9.9,shorter tenancy,43
2023/2024,"Hello Student St Marys, Upper Byron Place, Bristol BS8 1JU","Brand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creatingBrand new for 2022!A beautiful building. A well-connected location. A thriving community. What more do you need?Functional, modern living meets turn-of-the-century heritage at St Marys. Its stylish accommodation in an enviable location. Right in the heart of the city, just a few mins walk to the University of BristolA historic facade meets contemporary interiors. The perfect marriage of beautiful renovations and brand new buildings; St Marys has it all. A mix of fantastic studios, 1 & 2 bed apartments and townhouses set amidst beautifully landscaped courtyards and amazing views across Bristol. All rooms are built to the highest specification , as standard, and are available in a number of styles to suit all tastes. Plus theres shared spaces where residents can come together. An on-site gym for working out, an entertainment room to catch a film, a common room for that boxset binge- complete with itss own fully fitted kitchen for private dining. And it all comes with 24 hour service with a smile! Whats more youre literally slap bang in the centre of the Clifton Triangle, where youll find everything you need  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And if open space is your thing, then youll be on the doorstep of Brandon Hill Nature Reserve and can spend you free time at one with nature.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance. And if thats not enough, there are no booking fees or deposits to pay!* Images used are illustrative but are representative of the rooms were creating",St Marys,n/a,https://www.hellostudent.co.uk/student-accommodation/bristol/st-marys/,Bristol,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,51.4555454,-2.6092628,n/a,Hello Student,2188.33,505.0,21715.0,n/a,Premium 1-Bed Apartment,studio,9.9,shorter tenancy,43
2023/2024,"Claremont Road, Newcastle upon Tyne NE2 4AA","Perfectly located for students of the University of Newcastle. In fact, its on campus. Roll out of bed, walk out your door and youre almost in class If youre studying at Northumbria University youre just a shortwalk away too. Even better the city centre is only a short walk down Lovers Lane, so shops, pubs and restaurants are right around the corner. If you want to shop, hop on the metro and youll be at the intu Metrocentre in just ten minutes. One of the largest shopping centres in EuropeClaremont Place is a fantastic mix of past and present. Beautiful, historic Grade II listed buildings, on the University of Newcastles campus, with uber modern interiors. If you like to keep fit, get your sweat on in the fully kitted-out gym. Or cosy up with a film in the on-site cinema.Whats more each room comes with free WiFi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fees to pay  so theres no need to worry about budgeting. its all taken care of.",Claremont Place,n/a,https://www.hellostudent.co.uk/student-accommodation/newcastle/claremont-place/,Newcastle,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,54.9823201,-1.6213335,n/a,Hello Student,719.33,166.0,7304.0,n/a,"Classic Smaller Studio - Single Bed, Great View",studio,10.2,shorter tenancy,44
2023/2024,"Claremont Road, Newcastle upon Tyne NE2 4AA","Perfectly located for students of the University of Newcastle. In fact, its on campus. Roll out of bed, walk out your door and youre almost in class If youre studying at Northumbria University youre just a shortwalk away too. Even better the city centre is only a short walk down Lovers Lane, so shops, pubs and restaurants are right around the corner. If you want to shop, hop on the metro and youll be at the intu Metrocentre in just ten minutes. One of the largest shopping centres in EuropeClaremont Place is a fantastic mix of past and present. Beautiful, historic Grade II listed buildings, on the University of Newcastles campus, with uber modern interiors. If you like to keep fit, get your sweat on in the fully kitted-out gym. Or cosy up with a film in the on-site cinema.Whats more each room comes with free WiFi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fees to pay  so theres no need to worry about budgeting. its all taken care of.",Claremont Place,n/a,https://www.hellostudent.co.uk/student-accommodation/newcastle/claremont-place/,Newcastle,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,54.9823201,-1.6213335,n/a,Hello Student,745.33,172.0,7568.0,n/a,Classic Smaller Studio - Single Bed,studio,10.2,shorter tenancy,44
2023/2024,"Claremont Road, Newcastle upon Tyne NE2 4AA","Perfectly located for students of the University of Newcastle. In fact, its on campus. Roll out of bed, walk out your door and youre almost in class If youre studying at Northumbria University youre just a shortwalk away too. Even better the city centre is only a short walk down Lovers Lane, so shops, pubs and restaurants are right around the corner. If you want to shop, hop on the metro and youll be at the intu Metrocentre in just ten minutes. One of the largest shopping centres in EuropeClaremont Place is a fantastic mix of past and present. Beautiful, historic Grade II listed buildings, on the University of Newcastles campus, with uber modern interiors. If you like to keep fit, get your sweat on in the fully kitted-out gym. Or cosy up with a film in the on-site cinema.Whats more each room comes with free WiFi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fees to pay  so theres no need to worry about budgeting. its all taken care of.",Claremont Place,n/a,https://www.hellostudent.co.uk/student-accommodation/newcastle/claremont-place/,Newcastle,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,54.9823201,-1.6213335,n/a,Hello Student,780.0,180.0,7920.0,n/a,Classic Smaller 2 Bed Apartment - Shared Bathroom,non-ensuite,10.2,shorter tenancy,44
2023/2024,"Claremont Road, Newcastle upon Tyne NE2 4AA","Perfectly located for students of the University of Newcastle. In fact, its on campus. Roll out of bed, walk out your door and youre almost in class If youre studying at Northumbria University youre just a shortwalk away too. Even better the city centre is only a short walk down Lovers Lane, so shops, pubs and restaurants are right around the corner. If you want to shop, hop on the metro and youll be at the intu Metrocentre in just ten minutes. One of the largest shopping centres in EuropeClaremont Place is a fantastic mix of past and present. Beautiful, historic Grade II listed buildings, on the University of Newcastles campus, with uber modern interiors. If you like to keep fit, get your sweat on in the fully kitted-out gym. Or cosy up with a film in the on-site cinema.Whats more each room comes with free WiFi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fees to pay  so theres no need to worry about budgeting. its all taken care of.",Claremont Place,n/a,https://www.hellostudent.co.uk/student-accommodation/newcastle/claremont-place/,Newcastle,sold out,GBP,30/08/24,28/10/23,n/a,United Kingdom,54.9823201,-1.6213335,n/a,Hello Student,819.0,189.0,8316.0,n/a,Classic 2 Bed Apartment - Shared Bathroom,non-ensuite,10.2,shorter tenancy,44
